 No           X        Y      Node  (Cell)        Station Name
 79   -92.06100    29.44000   64902   3.84  'MRSL1_T Marsh Is, LA        '
 80   -90.53333    29.05333   38905   6.33  'ILDL1_T Is Dernier, LA      '
 81   -90.48333    28.86667   14336  18.45  'SPLL1_T S. Timbalier, LA    '
 82   -90.66333    29.25333   73137   2.00  'LUML1_T Marine Cent, LA     '
 83   -90.58334    29.16667   61849   2.03  'TRBL1_T Terrebonn B, LA     '
 84   -89.42834    28.90500   33252  12.29  'BURL1_C SW Pass, LA         '
 85   -88.64833    30.04333   64069  20.55  '42067_B USM3M02, MS         '
 86   -88.20834    29.21333    3204 168.24  '42040_B Lake Offsh, AL      '
 87   -88.01167    30.43667  221922   8.66  'MBLA1_C Mid-Mob Bay, AL     '
 88   -87.93639    30.66720  284087   3.80  'MHPA1_C Meaher Park, AL     '
 89   -88.14000    30.30833  147737   1.68  'CRTA1_C Ceder Pt, AL        '
 90   -88.21333    30.25833  109764   3.28  'KATA1_C Katrina Cut, AL     '
 91   -88.07833    30.25167  130858   1.69  'DPHA1_C Dauphin Is, AL      '
 92   -87.82833    30.32833  212253   2.75  'BSCA1_W Bon Secour, AL      '
 93   -87.55500    30.06500   21439  26.32  '42012_B Orange Beach, AL    '
 94   -87.93333    30.48667  240591   1.81  '8733821 Pt Clear, MB, AL    '
 95   -88.03500    30.22667  125117  15.83  'mob1101 MB Point, MB, AL    '
 96   -88.37000    30.22167   72175   3.65  'mob1104 En MS Snd, W, AL    '
 97   -88.54000    30.22500   85458   3.53  'mob1105 En MS Snd, E, AL    '
 98   -88.09834    30.29500  159863   3.52  'mob1106 Dauphin Cusw, AL    '
 99   -88.08667    30.56500  248882   4.19  '8735391 Dog River Bridge, AL'
100   -88.11333    30.44333  210264   3.42  '8735523 East Fowl R Bridge, AL'
101   -88.15833    30.37667  193389   1.76  '8738043 West Fowl R Bridge, AL'
102   -88.24667    30.40500  198495   1.61  '8739803 Bayou La Batre Bridge, AL'
103   -88.58389    30.30806  122895   2.66  '301849088350000 USGS Round Is Light, MS    '
104   -88.86889    30.25444  134269   5.60  '301527088521500 USGS East Ship Is Light, MS'
105   -88.86444    30.38833  164409   1.93  '302318088512600 USGS Biloxi Bay,Pt Cadet,MS' 
106   -88.97222    30.31861  167867   3.87  '301912088583300 USGS Gulfport Light, MS    '
107   -89.24278    30.23806  166637   3.55  '301429089145600 USGS Merrill Shell Light,MS'
108   -89.42222    30.19083  189434   3.44  '301104089253400 USGS Joseph Is Light, MS   '
109   -88.38407    30.25943   85484   5.46  'Petit Bois Pass             '
110   -88.83237    30.28156  128729   5.31  'Dog Keys Pass               '
111   -96.60944    28.64028  205604   1.89  '8773259 Port Lavaca, TX     '
112   -95.26500    29.72500  298971  10.65  '8770777 Manchester, TX      '
113   -93.93000    29.86667  282789   8.80  '8770475 Port Arthur, TX     '
114   -95.07833    29.76500  292422   9.17  '8770733 Lynchbg Landing, TX '
115   -93.30000    30.19000  295865  12.17  '8767961 Bulk Terminal, LA   '
116   -93.22166    30.22333  298394   2.60  '8767816 Lake Charles, LA    '
117   -93.89000    29.75167  209178   8.45  'sn0301c Sabine Range, TX    '
118   -93.96333    29.82333  261755  10.90  'sn0401c W Prt Arthur Bg, TX '
119   -93.87000    29.98000  275775   9.57  'sn0501c Rainbow Bridge, TX  '
120   -95.02167    29.72667  286221  11.39  'g07010c ExxMb Baytown, TX   '
121   -93.22250    29.45570   53431  13.41  'Calcas Offshore Sea Buoy    ' 
122   -93.33290    30.06750  278770   7.12  'Calcasieu Ship Chann at GIWW'       
123   -95.01667    29.70833  283886  11.39  'TW_BAYT Baytown, GB, TX     '
124   -94.78333    29.34167  196568   4.20  'TW_BOLI Pelican Is, GB, TX  '
125   -94.84834    29.47167  248475   3.07  'TW_DOLL Dollar Pt, GB, TX   '
126   -94.72166    29.48167  219859   1.53  'TW_TEAS East Bay, GB, TX    '
127   -94.85333    29.67000  255040   1.64  'TW_FISH Fishers Reef, GB, TX'
128   -94.80000    29.48667  230268   2.25  "TW_HANN Hanna's Reef, GB, TX"
129   -94.87500    29.50833  252195   9.90  'TW_MIDG Mid Galveston Bay, TX'
130   -94.94167    29.58000  272433   3.27  'TW_UPGB Upp Galveston Bay, TX'
131   -94.74667    29.66167  244808   2.55  'TW_TRIN Trnity Bay, GB, TX  '
132   -96.35555    28.44583   82505   7.45  'TW_MATA Matagorda Bay, GB, TX'
133   -96.59555    28.65333  209884   2.05  'TW_LAVC Lavaca Bay at Causeway, TX'
134   -93.85731    29.94952  264587   9.83  'TW_SAB1 Up Sab LK, USCG Range marker, TX'
135   -93.89011    29.75808  210924   9.26  'TW_SAB2 S Sabine LK, nr MK C, TX   '
136   -93.31488    29.81555  206628  12.82  '08017118 USGS Calc at Cameron, LA  ' 
137   -93.29944    30.03166  270768   3.06  '08017095 USGS N Calc Lake,HCKB, LA '
138   -93.24722    30.23694  298313  10.92  '08017044 USGS Calc R at I-10, LA   '
139   -96.33000    28.42667   79161  12.61  '8773767 Matagorda Bay Ent Channel, TX'
140   -88.21157    30.09023   37940  20.48  '42031 West End CP'
141   -87.55608    30.27910   52850   8.25  'PPTA1 Perdido Pass'
142   -88.41458    30.35774  137959   1.50  'GDXM6 Grand Bay'
143   -85.87833    30.21333    6432  17.82  '8729210 Panama City Beach, FL   '
144   -89.25833    29.17833  219980  12.33  '8760721 Pilottown, LA           '
145   -90.11333    30.02667  287425   3.41  '8761927 New Canal Station, LA   ' 
146   -90.13500    29.93333  299831  24.66  '8761955 Carrollton, LA          '
147   -90.39000    30.06833  288685   1.37  '8762483 I-10 Bonnet Carre Floodway, LA'
148   -91.23667    29.66833  289646   2.66  '8764044 Berwick, Atchafalaya River, LA'
149   -91.38333    29.36667   76423   2.57  '8764314 Eugene Island, LA       '
150   -94.39000    29.59500  231017   4.00  '8770808 High Island (TCOON), TX ' 
151   -94.89667    29.30167  202306   1.50  '8771486 Galveston Railroad Bridge, TX'
152   -95.13167    29.08000   96184   3.96  '8771972 San Luis Pass, TX       '
153   -95.29500    28.93500   58022  13.78  '8772471 Freeport SPIP, Freeport Harbor, TX'
154   -95.61667    28.77167   51457   2.77  '8772985 Sargent, TX             '
155   -96.71167    28.40667  237081   1.00  '8773037 Seadrift, TX            '
156   -96.79500    28.22833  180575   1.00  '8774230 Aransas Wildlife Refuge, TX'
157   -97.04667    28.02167  162534   2.19  '8774770 Rockport, TX            '
158   -97.03833    27.83667   28363  11.80  '8775241 Aransas, Aransas Pass, TX'
159   -97.48500    27.83167  216019   2.00  '8775244 Nueces Bay, TX          '
160   -97.39000    27.81167  192754   9.69  '8775296 Lexington, Corpus Christi Bay, TX'
161   -97.23667    27.63333  194525   1.76  '8775792 Packery Channel, TX     '
162   -97.31833    27.48500  245329   2.50  '8776139 South Bird Island, TX   '
163   -97.40500    27.29667  276077   2.20  '8776604 Baffin Bay, TX          '
164   -97.49167    26.82500  222862   2.00  '8777812 Rincon Del San Jose, TX '
165   -97.42500    26.55833  160062   2.00  '8778490 Port Mansfield, TX      '
166   -97.15500    26.06667   20353  12.09  '8779749 SPI Brazos Santiago, TX '
167   -90.07167    29.92167  299691  23.10  'lm0101c First Street Wharf, LA  '
168   -91.20000    30.43500  303577  14.46  'lm0201c Port Allen, LA          '
169   -91.08500    29.31833   64974   2.00  'mc0101c Atchafalaya Bar Channel, LA'
170   -94.08500    30.08000  298627  11.12  'sn0601c Port Beaumont, TX       '
171   -94.82000    29.31000  220622   7.26  'g09010c Galveston Channel, west end, TX'
172   -96.95667    27.79167   13910  19.43  'cc0101c AP Buoy, TX             '
173   -97.05333    27.84000   36706  14.65  'cc0301c Port Aransas, Channel View, TX'
174   -97.21000    27.81833  134765   9.84  'cc0401c Oxy Oil and Gas CM, TX  '
175   -94.89900    28.98167   35518  19.01  '42043_B TABS Buoy B, TX         '
176   -95.01892    29.70350  283148   7.30  'g08010c Fre Hartman Bridge, TX  '
177   -97.01981    27.82608   23049  12.59  'cc0201c Aransas Pass LB6, TX    '
178   -97.21500    26.06100   69162   9.43  '8779770 Port Isabel, TX         '
179   -97.28500    26.26167  129088   1.00  '8779280 Realitos Peninsula, TX  '
180   -95.91333    28.71000  193903   1.50  '8773146 Matagorda City, TX      '
181   -97.02400    28.11400  198775   1.33  '8774513 Copano Bay, TX          '
182   -88.40300    30.41300  153372   1.50  '8740166 Grand Bay NERR, MS      '
183   -88.04262    30.73338  292578   9.03  'mb0302c Cochran Bridge, AL      '
184   -88.03152    30.64158  270882   8.81  'USCG Channel, AL                '
185   -88.02252    30.52287  239762   8.64  'North Gaillard Island, AL       '
186   -88.01678    30.47987  230544  10.34  'Theodore Channel Cut, AL        '
187   -88.09248    30.52318  225186   6.20  'Theodore Canal Entrance, AL     '
188   -88.08477    30.44968  203488   3.23  'Fowl River Channel Entrance, AL '
189   -88.05753    30.56595  243532   2.61  'Dog River Channel Entrance, AL  '
190   -88.08012    30.28510  152109   4.21  'Pass Aux Herons Cut-Over, AL    '
191   -88.11750    30.29330  156037   3.47  'Pass Aux Herons, AL             '
192   -88.12825    30.28927  150657   2.99  'Dauphin Island Bridge, AL       '
193   -87.92857    30.62027  270026   1.50  'Blakeley Pass Entrance, AL      '
194   -88.05033    30.18775  113596   8.02  'Sand Island Lighthouse, AL      '
195   -88.06250    30.13902   73897  15.56  'Mobile Bay Entrance, AL         '
196   -88.18618    30.26795  119223   3.45  'MS Sound Bend, AL               '
197   -94.95333    29.61167  272035   11.1  'Bayport Channel, TX             '
198   -94.98333    29.68333  277011    8.5  'Morgans Point, TX               '
199   -95.01833    29.70500  283149    9.5  'Fred Hartman Bridge, TX         '
200   -95.08000    29.76333  292319   11.6  'Lynchburg, TX                   '
201   -95.09333    29.75500  293261    8.8  'Carpenters Bayou, TX            '
202   -95.10000    29.74667  293847   11.1  'Jacintoport, TX                 '
203   -95.24000    29.72000  298560   11.5  'Sims Bayou, TX                  '
204   -95.27333    29.72500  299043    8.8  'Brady Island, TX                '
205   -94.62667    29.30333   94573   13.5  '1B and 2B, TX                   '
206   -94.74333    29.34333  170879   12.4  'GB Entrance Channel, TX         '
207   -94.78167    29.37500  199054    3.9  'Bolivar Land Cut, TX            '
208   -94.80833    29.35667  209086    6.4  'Pelican Cur, TX                 '
209   -94.77667    29.33667  193053    5.7  'Galveston Harbor, TX            '
210   -94.84833    29.37333  230863   10.4  'Texas City Channel, TX          '
211   -94.80167    29.37000  206548   12.6  'Houston Ship Channel ICW, TX    '
212   -94.81500    29.39667  218908   11.8  'Lt. 31 and LB 32, TX            '
213   -94.87333    29.50500  251487    6.6  'Red Fish Bar, TX                '
214   -94.99167    29.61333  279956   11.8  'Bayport Ship Channel, TX        '
215   -94.93000    29.57833  268219   12.7  'HSC Light 69 and 70, TX         '
216   -95.02333    29.72500  286006   11.2  'Exxon Mobile, TX                '
217   -95.13333    29.73500  295152    8.9  'Shell Oil, TX                   '
218   -95.16833    29.74667  296100   10.9  'Greens Bayou, TX                '
219   -95.20167    29.74000  297228   11.5  'Hunting Bayou, TX               '
220   -95.26667    29.72500  298987   10.3  'I-610 Bridge, TX                '
221   -95.02310    29.54960  276953    2.1  'Kemah Bridge, TX                '
222   -95.13250    29.16160  129383    2.8  'Chocolate Bayou, TX             '
223   -95.03310    29.21736  156632    3.6  'Carancahua Point, TX            '
224   -96.17470    28.60210  171960    2.1  'Mooring Anchors, TX             '
225   -96.21680    28.54820  159175    3.9  'GIWW near Light 30, TX          '
226   -96.30090    28.50130  136744    3.8  'Palacios Channel, TX            '
227   -96.36880    28.47910  113961    3.9  'Mile 470, TX                    '
228   -96.51490    28.56050  166245   11.5  'Light 53/54, TX                 '
229   -96.22660    28.69560  187130    2.8  'Palacios, TX                    '
230   -96.47970    28.40980  106440    3.1  'Army Hole Channel, TX           '
231   -95.00750    29.55000  276521    2.1  'Clear Creek Channel 1/2, TX     '
232   -96.56590    28.63390  209899   11.3  'Alcoa Channel, TX               '
233   -96.56440    28.59570  191104   11.6  'Lights 65/66, TX                '
234   -96.58500    28.60450  193856    3.7  'Lights 2/3, TX                  '
235   -96.42960    28.50030  119582   11.8  'Light 35/36, TX                 '
236   -94.99281    29.26312  171973    3.5  'GIWW near Greens Lake, TX       '
237   -94.93100    29.28860  191188    3.6  'North Deer Island, TX           '
238   -94.18490    29.68622  289244    4.0  'GIWW at Spindletop Gully, TX    '
239   -95.23600    28.87700   39974   16.5  'Sea Bouy, TX                    '
240   -94.40050    29.59690  227415    4.0  'GIWW mile 320, TX               '
241   -93.72120    29.52199   77778   11.4  'Lights 17/18, TX                '
242   -96.29330    28.39440   44690   12.0  'Light 1/2, TX                   '
243   -96.32830    28.42710   79161   12.6  'Lights 11/12, TX                '
244   -96.28340    28.38380   39801   13.4  'MB, TX                          '
245   -95.27110    28.91140   49869   13.2  'Light 4, TX                     '
246   -94.43900    29.15820   37029   16.3  'GB, TX                          '
247   -95.12310    29.08180   89359    2.0  'San Luis Pass, TX               '
248   -95.29630    28.93570   58022   13.8  'Freeport Channel, TX            '
249   -93.88167    29.98000  279607   11.4  'Rainbow Bridge, TX              '
250   -93.96500    29.82333  262891   10.9  'West Port Arthur Bridge, TX     '
251   -93.84167    29.68833  169804   10.5  'Texas Point, TX                 '
252   -93.81667    29.62833  127748   10.5  'Sabine Bank Channel LB 34, TX   '
253   -94.72380    29.64220  241724    2.2  'Double Bayou Channel, TX        '
254   -94.79040    29.54700  223278    1.5  'Smith Point, TX                 '
255   -95.00050    29.21540  161601    1.5  'West Bay, TX                    '
256   -96.28250    28.60070  167450    3.8  'East Central Bay, TX            '
257   -95.07210    29.78350  293624    3.8  'Hog Island, TX                  '
258   -95.26500    29.72667  298972   10.7  'Manchester, TX                  '
259   -95.01833    29.70333  283148    7.2  'Fred Hartman Bridge, TX         '
260   -94.98500    29.68167  277434    5.0  'Morgans Point, TX               '
261   -94.98167    29.68167  276580   12.7  'Morgans Point Current, TX       '
262   -94.91833    29.48000  261020    1.5  'Eagle Point, TX                 '
263   -94.79333    29.31000  209938    7.3  'Pier 21, TX                     '
264   -96.39500    28.44667   72516    4.0  'Port OConnor, TX                '
265   -96.35667    28.44667   82504    6.9  'Matagorda Ship Channel Marker, TX'
266   -95.11333    29.09500  103023    1.5  'San Luis Pass, TX               '
267   -94.51000    29.51500  164016    2.3  'Rollover Pass, TX               '
268   -88.00957    30.44003  223586    4.5  'Range Front Light, TX           '
269   -97.45374    27.81945  209691    1.0  '8775275 Tule Lake Visibility, TX'
270   -97.27353    27.88040  170628    2.9  '8775132 Cheniere WL/Met, TX     '
271   -97.06956    27.84402   47999   12.2  '8775223 Harbor Is Visibility, TX'
272   -97.06069    27.84663   44638   14.4  'cc0501 Harbor Is Currents, TX   '
273   -97.06427    27.84150   44641    9.1  'cc0601 Turtle Cove Currents, TX '
274   -97.05214    27.83840   35257   14.7  '8775236 Port Aransas Visibility, TX'
275   -97.06981    27.84200   49655   12.1  'Harbor Island, TX               '
276   -97.05722    27.84395   41344   14.5  'Turtle Cove, TX                 '
277   -97.04493    27.83690   32442   10.6  'Port Aransas, TX                '
278   -97.30527    27.81071  171724    6.2  'Channel Cut B, TX               '
279   -97.13870    27.82777   94301    9.5  'Channel Cut A, TX               '
280   -97.04844    27.89034   74115    4.3  'Lydia Ann, TX                   '
281   -97.13421    27.89792  109993    3.3  'Conn Brown, TX                  '
282   -97.20998    27.75545  150938    4.3  'Shamrock, TX                    '
283   -97.22725    27.67821  178336    3.4  '549, TX                         '
284   -97.23993    27.63492  195418    3.0  'JFK, TX                         '
285   -97.37848    27.83820  190922    2.2  'Rincon Canal, TX                '
286   -97.38524    27.80040  193654    3.5  'CC Marina, TX                   '
287   -97.06296    27.78715   23038    9.1  'Mustang Island North, TX        '
288   -97.14706    27.66056   24313   12.5  'Mustang Island South, TX        '
289   -97.20195    27.61460   29701    4.1  'Packery Channel Jetty, TX       '
290   -97.21605    27.62680  192716    1.0  'Pakery Channel Park, TX         '
291   -97.30791    27.70984  183632    1.2  'Oso Bay, TX                     '
292   -93.87370    29.74240  199096    8.9  'Cheniere LNG, TX                '
